appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,cleaned_title
12100,Grand Theft Auto III,2008-01-04,1,Rockstar Games,Rockstar Games,windows,18,Single-player;Partial Controller Support,Action,Open World;Action;Classic,0,4718,750,98,63,1000000-2000000,5.99,grand theft auto iii
12130,Manhunt,2008-01-04,1,Rockstar North,Rockstar Games,windows,18,Single-player,Action,Gore;Violent;Stealth,0,816,433,99,101,200000-500000,5.99,manhunt
12140,Max Payne,2008-01-04,1,Remedy Entertainment,Rockstar Games,windows,18,Single-player,Action,Noir;Action;Classic,0,3926,435,316,316,500000-1000000,5.99,max payne
12170,Grand Theft Auto,2008-01-04,1,Rockstar North,Rockstar Games,windows,0,Single-player,Action,Action;Classic;Open World,0,199,30,7,7,500000-1000000,0.0,grand theft auto
12180,Grand Theft Auto 2,2008-01-04,1,Rockstar North,Rockstar Games,windows,0,Single-player,Action,Action;Classic;Open World,0,184,17,3,4,500000-1000000,0.0,grand theft auto 2
12210,Grand Theft Auto IV,2008-12-02,1,Rockstar North;Rockstar Toronto,Rockstar Games,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Adventure,Open World;Action;Bowling,0,35240,18926,1255,634,2000000-5000000,19.99,grand theft auto iv
12320,Sacred Gold,2008-07-09,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Action;RPG,RPG;Action;Hack and Slash,0,1489,319,337,404,200000-500000,6.99,sacred gold
12330,Darkstar One,2008-02-13,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Action,Action;Space;Sci-fi,0,256,59,0,0,100000-200000,6.99,darkstar one
12340,Jack Keane,2008-06-27,1,Deck13,Deck13,windows,0,Single-player;Steam Trading Cards,Adventure,Adventure;Point & Click;Comedy,0,46,27,0,0,20000-50000,6.99,jack keane
12430,SlamIt Pinball Big Score,2009-02-23,1,Technetium Games,Kalypso Media Digital,windows,0,Single-player,Casual,Casual;Pinball,0,31,69,2,2,0-20000,3.99,slamit pinball big score
12470,Port Royale 2,2009-06-16,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Strategy,Strategy;Trading;Pirates,0,174,95,203,203,50000-100000,2.99,port royale 2
12560,Ride! Carnival Tycoon,2008-07-29,1,Gabriel Entertainment,ValuSoft;Retroism,windows,0,Single-player,Simulation,Simulation;Management,0,15,26,0,0,20000-50000,4.99,ride  carnival tycoon
12640,Drakensang,2009-03-09,1,Radon Labs,DTP Entertainment,windows,0,Single-player,RPG,RPG;Fantasy;Party-Based RPG,0,238,72,0,0,100000-200000,6.99,drakensang
12770,Rise of the Argonauts,2009-01-07,1,Liquid Entertainment,Codemasters,windows,0,Single-player;Full controller support,RPG,RPG;Action;Adventure,0,365,178,88,147,200000-500000,4.99,rise of the argonauts
12790,Damnation,2009-05-22,1,Blue Omega Entertainment,Codemasters,windows,0,Single-player;Multi-player;Co-op,Action;Adventure,Action;Adventure;Steampunk,0,132,182,0,0,50000-100000,6.99,damnation
12810,Overlord II,2009-06-24,1,Triumph Studios;Virtual Programming,Codemasters,windows;mac;linux,0,Single-player,RPG,RPG;Villain Protagonist;Fantasy,0,2116,306,197,119,1000000-2000000,6.99,overlord ii
13140,America's Army 3,2009-06-17,1,U.S. Army,U.S. Army,windows,0,Single-player;Multi-player;Steam Achievements;Steam Cloud,Action,Action;Free to Play;FPS,71,1515,723,12,13,500000-1000000,0.0,america s army 3
13250,Unreal Gold,2008-03-17,1,"Epic Games, Inc.","Epic Games, Inc.",windows,0,Single-player;Multi-player,Action,Classic;FPS;Action,0,1228,132,67,41,500000-1000000,5.99,unreal gold
13520,Far Cry®,2008-04-01,1,Crytek Studios,Ubisoft,windows,0,Single-player,Action,FPS;Action;Classic,0,3099,609,126,229,500000-1000000,8.59,far cry
13560,Tom Clancy's Splinter Cell®,2008-04-01,1,Ubisoft,Ubisoft,windows,0,Single-player,Action,Stealth;Action;Third Person,0,900,147,28,28,200000-500000,4.29,tom clancy s splinter cell
13570,Tom Clancy's Splinter Cell Chaos Theory®,2009-08-27,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action,Stealth;Action;Third Person,0,1777,140,22,22,200000-500000,8.59,tom clancy s splinter cell chaos theory
13580,Tom Clancy's Splinter Cell Double Agent®,2009-02-13,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action,Stealth;Action;Third Person,0,356,454,0,0,200000-500000,8.59,tom clancy s splinter cell double agent
15000,Tom Clancy's Rainbow Six Lockdown™,2009-08-27,1,Red Storm Entertainment,Ubisoft,windows,0,Single-player;Multi-player,Action,Action;FPS;Tactical,0,80,79,20,20,100000-200000,4.29,tom clancy s rainbow six lockdown
15170,Heroes of Might & Magic V,2008-05-13,1,Nival,Ubisoft,windows,0,Single-player,Strategy,Strategy;Turn-Based Strategy;Fantasy,0,1258,183,396,396,200000-500000,8.59,heroes of might   magic v
15300,Tom Clancy's Ghost Recon®,2008-07-15,1,Red Storm Entertainment,Ubisoft,windows,0,Single-player;Co-op,Action,Tactical;FPS;Action,0,536,45,476,476,100000-200000,8.59,tom clancy s ghost recon
15500,The Wonderful End of the World,2008-07-17,1,"Dejobaan Games, LLC","Dejobaan Games, LLC",windows,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual,Indie;Casual;Action,11,402,135,0,0,100000-200000,6.99,the wonderful end of the world
15520,AaAaAA!!! - A Reckless Disregard for Gravity,2009-09-03,1,"Dejobaan Games, LLC","Dejobaan Games, LLC",windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Sports,Action;Indie;First-Person,7,547,103,151,151,100000-200000,6.99,aaaaaa      a reckless disregard for gravity
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,2011-11-23,1,"Dejobaan Games, LLC;Owlchemy Labs","Dejobaan Games, LLC",windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Sports,Indie;Action;First-Person,10,747,252,136,136,200000-500000,6.99,aaaaaaaaaaaaaaaaaaaaaaaaa    for the awesome
15960,Little Farm,2008-06-10,1,MumboJumbo,MumboJumbo,windows,0,Single-player,Casual,Casual;Agriculture;Puzzle,0,73,35,0,0,20000-50000,5.99,little farm
16020,Samantha Swift and the Hidden Roses of Athena,2008-10-31,1,MumboJumbo,MumboJumbo,windows,0,Single-player,Casual,Casual;Hidden Object;Adventure,0,30,23,0,0,20000-50000,5.99,samantha swift and the hidden roses of athena
16060,Samantha Swift and the Golden Touch,2009-04-29,1,MumboJumbo,MumboJumbo,windows,0,Single-player,Casual,Casual;Hidden Object;Adventure,0,26,25,0,0,20000-50000,5.99,samantha swift and the golden touch
16710,Insecticide Part 1,2008-07-01,1,Crackpot Entertainment,Missing Link Games,windows,0,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,308,110,264,265,100000-200000,0.79,insecticide part 1
16720,Velvet Assassin,2009-05-01,1,Replay Studios,Missing Link Games,windows;mac,0,Single-player;Partial Controller Support,Action,Stealth;Action;Female Protagonist,0,1219,832,9,10,200000-500000,1.69,velvet assassin
16730,Legendary,2008-12-01,1,Spark Unlimited,SouthPeak Games,windows,0,Single-player,Action,Action;FPS;Shooter,0,1095,1000,90,90,200000-500000,1.69,legendary
17140,Hinterland,2008-09-30,1,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",windows,0,Single-player;Steam Achievements,RPG;Strategy,Strategy;RPG;Fantasy,9,113,38,0,0,20000-50000,6.99,hinterland
17180,Mosby's Confederacy,2008-11-19,1,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",windows,0,Single-player;Steam Achievements,Strategy,Strategy;Historical,13,15,6,0,0,0-20000,6.99,mosby s confederacy
17300,Crysis,2008-09-17,1,Crytek,Electronic Arts,windows,0,Single-player,Action,FPS;Action;Sci-fi,0,6075,1277,313,105,1000000-2000000,9.99,crysis
17330,Crysis Warhead®,2008-09-17,1,Crytek,Electronic Arts,windows,0,Single-player,Action,Action;FPS;Sci-fi,0,1694,312,18,29,500000-1000000,7.99,crysis warhead
17390,SPORE™,2008-12-19,1,Maxis™,Electronic Arts,windows,0,Single-player,Simulation,Simulation;Sandbox;Open World,0,15101,2014,1142,764,2000000-5000000,14.99,spore
17410,Mirror's Edge™,2009-01-14,1,DICE,Electronic Arts,windows,0,Single-player;Full controller support;Partial Controller Support,Action;Adventure,Parkour;First-Person;Action,0,17880,2341,260,172,2000000-5000000,9.99,mirror s edge
17430,Need for Speed Undercover,2008-12-19,1,EA Black Box,Electronic Arts,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Racing,Racing;Open World;Multiplayer,0,2351,1081,916,1046,200000-500000,9.99,need for speed undercover
17460,Mass Effect,2008-12-19,1,BioWare,Electronic Arts,windows,0,Single-player,Action;RPG,RPG;Sci-fi;Story Rich,0,10107,666,612,633,1000000-2000000,7.99,mass effect
17470,Dead Space,2009-01-09,1,EA Redwood Shores,Electronic Arts,windows,0,Single-player;Full controller support,Action,Horror;Action;Sci-fi,0,9136,1049,295,178,2000000-5000000,14.99,dead space
17710,Nuclear Dawn,2011-09-26,1,GameConnect;InterWave Studios,Iceberg Interactive,windows;mac;linux,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor,Action;Strategy,Strategy;FPS;Action,58,1675,441,971,1184,200000-500000,6.99,nuclear dawn
18040,DeathSpank,2010-10-25,1,Hothead Games,Electronic Arts,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,RPG;Action;Indie,12,540,34,1008,1008,100000-200000,7.99,deathspank
18070,The Baconing,2011-08-31,1,Hothead Games,Hothead Games,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,RPG;Action;Adventure,12,149,37,14,14,100000-200000,9.99,the baconing
18120,Unstoppable Gorg,2012-01-19,1,Futuremark,Futuremark,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Strategy,Tower Defense;Strategy;Indie,30,190,48,37,37,50000-100000,6.99,unstoppable gorg
18300,Spectraball,2008-10-20,1,Shorebound Studios,Shorebound Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie,Casual;Indie;Puzzle,14,297,101,126,126,50000-100000,3.99,spectraball
18400,Crazy Machines 2,2008-06-20,1,Fakt Software,Viva Media,windows,0,Single-player;Steam Trading Cards,Casual;Strategy,Casual;Strategy;Puzzle,0,97,108,66,66,100000-200000,7.19,crazy machines 2
18420,Crazy Machines,2008-12-12,1,Fakt Software,Viva Media,windows,0,Single-player,Casual;Strategy,Casual;Strategy;Puzzle,0,98,24,0,0,50000-100000,6.99,crazy machines
18470,Helldorado,2009-04-30,1,Spellbound,Black Forest Games;THQ Nordic,windows,0,Single-player,Strategy,Strategy;Western,0,53,23,0,0,20000-50000,6.99,helldorado
18480,Mata Hari,2009-07-29,1,4Head Studios,Viva Media,windows,0,Single-player,Adventure,Adventure;Point & Click;Female Protagonist,0,53,37,1,1,20000-50000,3.99,mata hari
18600,Mayhem Intergalactic,2009-01-22,1,Inventive Dingo,Inventive Dingo,windows,0,Single-player;Multi-player;Steam Achievements,Indie;Strategy,Indie;Strategy,21,12,10,0,0,0-20000,6.99,mayhem intergalactic
18700,And Yet It Moves,2009-04-02,1,Broken Rules,Broken Rules,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Platformer;Indie;Puzzle,30,735,327,17,22,200000-500000,6.99,and yet it moves
18820,Zero Gear,2010-01-12,1,Brian Cronin,Brian Cronin,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Indie;Racing;Sports,Racing;Indie;Action,45,652,173,373,373,100000-200000,3.99,zero gear
19000,Silent Hill Homecoming,2009-03-02,1,Double Helix Games,"Konami Digital Entertainment, Inc.;Konami Digital Entertainement GmbH",windows,0,Single-player,Adventure,Horror;Adventure;Survival Horror,0,480,437,58,73,100000-200000,17.99,silent hill homecoming
19020,Puzzle Chronicles,2010-06-25,1,Infinite Interactive,"Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH",windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;RPG,RPG;Casual;Puzzle,12,16,8,0,0,0-20000,7.99,puzzle chronicles
19200,Tank Universal,2008-08-21,1,Dialogue Design,Meridian4,windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Tanks,27,226,190,39,63,100000-200000,3.99,tank universal
19980,Prince of Persia®,2008-12-10,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action;Adventure,Action;Adventure;Platformer,0,948,266,305,399,200000-500000,8.59,prince of persia
20530,Red Faction,2009-08-05,1,"Volition, Inc.",THQ Nordic,windows,0,Single-player;Multi-player;Steam Cloud,Action,Action;FPS;Sci-fi,0,1327,151,79,107,500000-1000000,4.99,red faction
20550,Red Faction II,2009-08-06,1,"Volition, Inc.",THQ Nordic,windows,0,Single-player;Steam Cloud,Action;Strategy,Action;FPS;Strategy,0,354,313,0,0,500000-1000000,4.99,red faction ii
20700,Starscape,2008-11-03,1,Moonpod,Moonpod,windows,0,Single-player;Steam Achievements,Action;Indie;Strategy,Action;Indie;Strategy,18,50,15,12,12,0-20000,5.99,starscape
20710,Mr. Robot,2008-11-03,1,Moonpod,Moonpod,windows,0,Single-player;Steam Achievements,Action;Indie;Strategy,Indie;Strategy;Action,13,55,12,14,14,20000-50000,5.99,mr  robot
20820,Shatter,2010-03-15,1,Sidhe,PikPok,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Great Soundtrack;Indie;Arcade,30,963,64,31,51,200000-500000,6.99,shatter
21090,F.E.A.R.,2010-05-21,1,"Monolith Productions, Inc.;Timegate",Warner Bros. Interactive Entertainment,windows,18,Single-player,Action,Horror;FPS;Action,0,6371,438,389,498,1000000-2000000,35.96,f e a r
21100,F.E.A.R. 3,2011-06-21,1,Day 1 Studios,Warner Bros. Interactive Entertainment,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,FPS;Horror;Co-op,50,5349,2030,310,298,1000000-2000000,12.99,f e a r  3
21400,Project Aftermath,2008-10-03,1,Games Faction,Games Faction,windows,0,Single-player;Steam Achievements,Strategy;Action;Indie,Strategy;Indie;Action,92,10,5,0,0,0-20000,4.79,project aftermath
21500,Pyroblazer®,2008-11-13,1,Eipix,Candella Systems Ltd,windows,0,Single-player,Racing,Racing;Sci-fi,0,5,3,0,0,0-20000,4.99,pyroblazer
21640,Flock!,2009-04-07,1,Proper Games,Capcom,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Casual;Strategy,Strategy;Casual;Puzzle,13,110,34,0,0,20000-50000,3.49,flock
21670,Bionic Commando,2009-07-28,1,Capcom,Capcom,windows,0,Single-player;Multi-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Third Person,0,649,247,20,30,200000-500000,6.49,bionic commando
21800,Tom Clancy's EndWar™,2009-02-25,1,Ubisoft  Shanghaï,Ubisoft,windows,0,Single-player;Multi-player,Strategy,Strategy;RTS;Tactical,0,276,108,384,655,100000-200000,8.59,tom clancy s endwar
22000,World of Goo,2008-10-13,1,2D BOY,2D BOY ,windows;mac;linux,0,Single-player;Steam Achievements,Indie,Puzzle;Indie;Physics,8,3455,237,194,277,1000000-2000000,6.99,world of goo
22100,Mount & Blade,2008-11-03,1,TaleWorlds Entertainment,TaleWorlds Entertainment,windows,0,Single-player;Steam Trading Cards;Includes level editor,Indie;RPG,RPG;Medieval;Open World,0,3205,291,415,597,1000000-2000000,7.99,mount   blade
22180,Penumbra Overture,2009-03-06,1,Frictional Games,Frictional Games,windows;mac;linux,0,Single-player;Captions available,Gore;Action;Adventure;Indie,Horror;Adventure;First-Person,0,1660,164,37,43,500000-1000000,0.0,penumbra overture
22200,Zeno Clash,2009-04-21,1,ACE Team,ACE Team,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Surreal,22,1980,356,307,307,200000-500000,6.99,zeno clash
22230,Rock of Ages,2011-09-07,1,ACE Team,SEGA,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Racing;Strategy,Comedy;Indie;Strategy,19,2604,244,235,231,200000-500000,6.99,rock of ages
22300,Fallout 3,2008-10-28,1,Bethesda Game Studios,Bethesda Softworks,windows,0,Single-player;Partial Controller Support,RPG,Open World;Post-apocalyptic;RPG,0,9921,2709,588,617,500000-1000000,7.99,fallout 3
22310,Rogue Warrior,2009-12-01,1,Rebellion,Bethesda Softworks,windows,0,Single-player;Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action,Action;FPS;Comedy,45,466,240,29,29,50000-100000,3.99,rogue warrior
22350,BRINK,2011-05-09,1,Splash Damage,Bethesda Softworks,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Free to Play,FPS;Action;Multiplayer,43,3493,2331,181,99,1000000-2000000,0.0,brink
22500,Spectromancer,2009-02-11,1,Apus Software;Three Donkeys LLC,Three Donkeys LLC,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements,Strategy,Strategy;Card Game,0,125,19,0,0,20000-50000,5.99,spectromancer
22600,Worms Reloaded,2010-08-26,1,Team17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Strategy,Strategy;2D;Turn-Based,61,2478,430,327,420,500000-1000000,14.99,worms reloaded
23300,Yosumin!™,2009-05-26,1,Square Enix,Square Enix,windows,0,Single-player,Casual,Casual;Puzzle,0,102,64,0,0,100000-200000,3.99,yosumin
23380,Gyromancer,2009-11-18,1,"Square Enix;PopCap Games, Inc.",Square Enix,windows,0,Single-player,RPG,RPG;Puzzle;Match 3,0,124,113,73,73,100000-200000,3.99,gyromancer
23400,Imperium Romanum Gold Edition,2008-11-25,1,Haemimont Games,Kalypso Media Digital,windows,0,Single-player,Simulation;Strategy,Strategy;Simulation;City Builder,0,191,45,102,102,100000-200000,7.99,imperium romanum gold edition
23600,Depths of Peril,2010-11-23,1,Soldak Entertainment,Soldak Entertainment,windows;mac;linux,0,Single-player,Indie;RPG;Strategy,Strategy;RPG;Indie,0,69,24,0,0,20000-50000,6.99,depths of peril
23700,Puzzle Kingdoms,2009-04-27,1,Infinite Interactive,Strategy First,windows,0,Multi-player;Steam Cloud,Casual,Casual;Puzzle;Match 3,0,139,102,175,175,100000-200000,10.99,puzzle kingdoms
24400,King Arthur - The Role-playing Wargame,2009-11-24,1,NeocoreGames,Paradox Interactive,windows,0,Single-player;Multi-player,RPG;Strategy,Strategy;RPG;Fantasy,0,307,113,6,6,200000-500000,7.99,king arthur   the role playing wargame
24420,Aquaria,2008-12-15,1,"Bit Blot, LLC","Bit Blot, LLC",windows;linux,0,Single-player;Steam Achievements;Partial Controller Support,Indie,Metroidvania;Indie;Female Protagonist,27,1008,133,48,64,200000-500000,6.99,aquaria
